Squad,Comp,Player,Nation,Pos,Age,Born,MP,Minutes_Played,Mn_per_MP,Mins_Per_90,Starts,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,Goals,Assists,GoalsAssistsCombined,NonPKG,PK,PKatt,CrdY,CrdR,xG,xAG,npxG+xAG,PrgC,PrgP,Gls_Per90,Ast_Per90,G+A_Per90,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,Shots,Shots_on_Target,SoT_percent,G_per_Sh,G_per_SoT,Avg_Shot_Dist,FK_Standard,G_minus_xG_Expected,np:G_minus_xG_Expected,Passes_Completed,Passes_Attempted,Passes_Cmp_percent,PrgDist_Total,Passes_Cmp_Short,Passes_Att_Short,Passes_Cmp_percent_Short,Passes_Cmp_Medium,Passes_Att_Medium,Passes_Cmp_percent_Medium,Passes_Cmp_Long,Passes_Att_Long,Passes_Cmp_percent_Long,xA_Expected,A_minus_xAG_Expected,Key_Passes,Final_Third,PPA,CrsPA,TB_Pass,Crs_Pass,Offside_Passes,Blocked_Passes,Shot_Creating_Actions,SCA_90,TakeOnTo_Shot,FoulTo_Shot,DefAction_Shot,GoalCreatingAction,GCA90,TakeOn_Goal,Fld_Goal,DefAction_Goal,Tackles,Tackles_Won,Def_3rd_Tackles,Mid_3rd_Tackles,Att_3rd_Tackles,Tkl_percent_won,Lost_Challenges,Blocks,Sh_Blocked,Passes_Blocked,Interceptions,Clearances,ErrorsLead_ToShot,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,TotDist_Carries,PrgDist_Carries,Miscontrolls,Dispossessed,2CrdY,Fouls_Comitted,Fouls_Drawn,Offsides,Crosses,PK_Won,PK_Conceded,Own_Goals,Loose_Ball_Recoveries,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Goals_Against_GK,SoT_Against_GK,Saves_GK,Save_percent_GK,Clean_Sheets_GK,CS_percent_GK,PK_Faced_GK,PK_Allowed_GK,PK_Saved_GK,PK_Missed_GK,Save_percent_Penalty_GK,FK_Goals_GK,CornerKick_Goals_GK,OG_GK,PSxG_GK,PSxG_per_SoT_GK,PSxG+_per_minus_GK,LaunchedPassesCompleted_GK,LaunchedAttempted_GK,Cmp_percent_Launched_GK,Att_Passes_GK,Throws_GK,Launch_percent_Passes_GK,AvgLen_Passes_GK,Att_Goal_Kicks_GK,AvgLen_GoalKick_GK,CrossesFaced_GK,CrossedStopped_GK,CrossedStopped_Perc_GK,OPA_Sweeper_GK,OPA_per_90_Sweeper_GK,AvgDist_Sweeper_GK
Juventus,Serie A,Cosimo Marco Da Graca,ITA,FW,20,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Danilo,BRA,DF,31,1991,37,3184,86,35.4,35,1.95,53,25,28,3,3,6,3,0,0,5,0,2.8,2.4,5.2,39,176,0.08,0.08,0.17,0.08,0.17,0.08,0.07,0.15,32,5,15.6,0.09,0.6,15,1,0.2,0.2,1884,2225,84.7,13783,701,778,90.1,914,998,91.6,249,392,63.5,1.3,0.6,19,187,13,3,4,18,8,19,62,1.75,0,2,0,4,0.11,0,0,0,92,62,61,23,8,71.2,21,39,20,19,47,114,1,23,7,30.4,9,39.1,6329,3479,22,9,0,33,17,0,18,0,2,0,196,53,38,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Mattia De Sciglio,ITA,DF,29,1992,17,1042,61,11.6,11,2.18,17,8,9,0,0,0,0,0,0,0,0,0.1,0.5,0.6,16,50,0,0,0,0,0,0.01,0.04,0.05,4,0,0,0,,27.6,0,-0.1,-0.1,450,569,79.1,3019,189,227,83.3,213,252,84.5,44,75,58.7,0.4,-0.5,8,51,8,6,0,26,1,4,15,1.3,0,1,0,1,0.09,0,0,0,14,7,8,3,3,64.3,5,9,3,6,4,20,0,9,2,22.2,3,33.3,1610,755,8,7,0,4,11,0,26,0,0,0,40,10,11,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Ángel Di María,ARG,"FW,MF",34,1988,26,1363,52,15.1,15,1.81,25,21,4,4,4,8,3,1,1,1,1,3.1,4.5,6.7,56,96,0.26,0.26,0.53,0.2,0.46,0.2,0.29,0.5,37,12,32.4,0.08,0.25,21.5,1,0.9,0.7,487,675,72.1,3166,220,251,87.6,181,233,77.7,74,141,52.5,4.1,-0.5,42,63,41,8,7,97,7,21,83,5.48,6,1,1,7,0.46,0,0,0,10,5,3,5,2,15.8,16,15,0,15,7,0,0,80,32,40,41,51.3,3838,1814,32,26,0,6,24,4,97,0,0,0,52,1,6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Nicolò Fagioli,ITA,MF,21,2001,26,1520,58,16.9,17,2,31,16,15,3,3,6,3,0,0,3,0,1.5,1.3,2.8,27,56,0.18,0.18,0.36,0.18,0.36,0.09,0.08,0.17,13,8,61.5,0.23,0.38,19.7,0,1.5,1.5,505,607,83.2,1759,278,307,90.6,173,201,86.1,44,73,60.3,1.1,1.7,15,49,18,3,5,23,1,14,39,2.31,1,5,0,7,0.41,0,2,0,29,19,12,15,2,29.6,19,16,2,14,8,7,1,19,8,42.1,8,42.1,2225,921,33,28,0,20,23,1,23,1,0,0,102,1,7,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Giovanni Garofani,ITA,GK,19,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Federico Gatti,ITA,DF,24,1998,18,1448,80,16.1,16,1.72,16,13,3,0,0,0,0,0,0,4,0,0.6,1.5,2,18,56,0,0,0,0,0,0.03,0.09,0.13,13,4,30.8,0,0,15.5,0,-0.6,-0.6,808,957,84.4,5297,287,307,93.5,404,443,91.2,111,181,61.3,1.1,-1.5,6,47,3,0,0,3,3,11,19,1.18,0,1,0,0,0,0,0,0,15,11,9,4,2,60,6,20,14,6,21,54,2,11,8,72.7,2,18.2,3952,2208,8,6,0,16,13,0,3,0,0,0,97,32,26,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Samuel Iling-Junior,ENG,"DF,FW",18,2003,12,318,27,3.5,1,2.08,7,0,7,1,1,2,1,0,0,1,0,0.7,0.2,1,11,18,0.28,0.28,0.57,0.28,0.57,0.21,0.07,0.28,4,1,25,0.25,1,22.4,0,0.3,0.3,96,123,78,516,58,68,85.3,32,40,80,2,8,25,0.4,0.8,5,10,7,2,1,12,0,2,14,3.99,1,1,1,4,1.14,0,0,1,7,2,3,1,3,44.4,5,5,1,4,2,6,0,14,5,35.7,5,35.7,738,336,9,4,0,9,2,0,12,0,0,0,18,1,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Moise Kean,ITA,FW,22,2000,28,995,36,11.1,11,1.89,11,8,3,6,0,6,6,0,0,5,1,6.3,1.1,7.4,30,13,0.54,0,0.54,0.54,0.54,0.57,0.1,0.67,38,14,36.8,0.16,0.43,14.4,0,-0.3,-0.3,130,187,69.5,337,79,101,78.2,30,42,71.4,5,9,55.6,0.6,-1.1,8,7,6,1,1,5,2,11,31,2.8,4,0,1,2,0.18,0,0,0,8,6,2,5,1,42.9,4,4,0,4,5,2,0,41,14,34.1,23,56.1,1487,667,29,29,0,15,18,8,5,0,0,0,40,9,11,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Manuel Locatelli,ITA,MF,24,1998,32,2446,76,27.2,29,1.94,40,19,21,0,2,2,0,0,0,8,0,1.5,1.8,3.2,25,134,0,0.07,0.07,0,0.07,0.05,0.07,0.12,29,12,41.4,0,0,23.9,0,-1.5,-1.5,1114,1362,81.8,7015,478,547,87.4,462,526,87.8,153,225,68,1.3,0.2,22,144,13,1,1,13,4,28,56,2.06,2,1,1,7,0.26,1,1,0,59,33,26,23,10,56.6,23,50,22,28,27,59,0,27,15,55.6,11,40.7,3203,1475,29,19,0,44,31,0,13,0,0,0,168,34,30,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Weston McKennie,USA,"MF,DF",23,1998,15,1052,70,11.7,13,1.73,15,13,2,1,1,2,1,0,0,0,0,0.9,0.7,1.6,19,39,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,8,4,50,0.13,0.25,10.1,0,0.1,0.1,336,418,80.4,1516,175,207,84.5,125,147,85,28,38,73.7,0.9,0.3,8,23,6,4,1,15,2,7,18,1.54,1,0,0,1,0.09,0,0,0,14,5,3,9,2,62.5,3,15,4,11,11,15,1,9,7,77.8,2,22.2,1171,678,20,12,0,13,7,3,15,0,0,0,43,12,16,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Arkadiusz Milik,POL,FW,28,1994,27,1586,59,17.6,17,1.74,28,13,15,7,1,8,7,0,1,3,1,6.5,2.1,7.7,10,34,0.4,0.06,0.45,0.4,0.45,0.37,0.12,0.49,43,22,51.2,0.16,0.32,14.2,2,0.5,1.3,346,450,76.9,810,207,253,81.8,110,132,83.3,14,23,60.9,0.7,-1.1,17,17,9,0,2,6,4,9,36,2.05,1,3,4,3,0.17,0,0,1,12,8,2,8,2,25,6,10,1,9,1,14,0,22,11,50,9,40.9,1317,473,50,16,1,27,29,8,6,1,1,0,40,36,56,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Fabio Miretti,ITA,"MF,FW",18,2003,27,1234,46,13.7,14,1.78,14,9,5,0,2,2,0,0,0,2,0,2.4,1.3,3.8,33,60,0,0.15,0.15,0,0.15,0.18,0.1,0.27,20,5,25,0,0,17,0,-2.4,-2.4,364,511,71.2,1673,192,236,81.4,135,170,79.4,25,60,41.7,1.3,0.7,16,39,17,4,2,28,2,19,48,3.51,5,2,0,7,0.51,0,1,0,24,11,15,6,3,41.4,17,20,1,19,4,11,0,43,19,44.2,18,41.9,2017,1075,41,26,0,24,27,4,28,1,0,0,74,10,20,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Leandro Paredes,ARG,MF,28,1994,25,977,39,10.9,8,1.68,15,12,3,1,0,1,1,0,0,7,1,0.6,1.9,2.5,11,72,0.09,0,0.09,0.09,0.09,0.06,0.18,0.23,16,2,12.5,0.06,0.5,26.6,4,0.4,0.4,681,778,87.5,4913,263,280,93.9,316,339,93.2,92,140,65.7,2.5,-1.9,21,65,12,2,3,51,1,4,46,4.24,2,0,0,3,0.28,0,0,0,19,13,7,11,1,45.5,12,8,0,8,17,22,0,6,4,66.7,1,16.7,1989,1029,5,4,0,20,10,0,51,0,1,0,75,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Mattia Perin,ITA,GK,29,1992,11,948,86,10.5,10,1.91,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,265,351,75.5,4120,64,65,98.5,148,148,100,53,137,38.7,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,1152,801,0,0,0,0,1,0,0,0,0,0,18,2,0,100,7,40,32,85,6,60,2,1,1,0,50,0,1,0,11.2,0.23,4.2,32,107,29.9,287,54,28.6,30.8,63,35.9,154,4,2.6,11,1.04,15.7
Juventus,Serie A,Carlo Pinsoglio,ITA,GK,32,1990,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Paul Pogba,FRA,"MF,FW",29,1993,6,111,19,1.2,1,2,3,0,3,0,0,0,0,0,0,0,0,0.3,0.2,0.6,5,4,0,0,0,0,0,0.27,0.2,0.46,5,2,40,0,0,18.5,0,-0.3,-0.3,48,67,71.6,199,29,33,87.9,15,19,78.9,3,6,50,0.1,-0.2,2,7,2,0,1,2,0,4,8,6.43,1,3,0,1,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,8,6,75,1,12.5,267,132,2,4,0,2,7,0,2,0,0,0,6,7,3,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Adrien Rabiot,FRA,MF,27,1995,32,2748,86,30.5,31,1.91,47,27,20,8,4,12,8,0,0,9,0,6.2,2.3,8.2,72,133,0.26,0.13,0.39,0.26,0.39,0.2,0.08,0.28,48,22,45.8,0.17,0.36,16.4,0,1.8,2.2,971,1191,81.5,4279,513,586,87.5,339,412,82.3,83,117,70.9,1.9,1.7,31,99,23,4,2,34,6,22,82,2.69,3,3,2,8,0.26,1,1,0,65,35,31,23,11,52.6,27,37,7,30,26,44,1,55,27,49.1,18,32.7,6016,3069,56,35,0,45,42,2,34,0,0,0,179,50,39,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Alessandro Riccio,ITA,DF,20,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Nicolò Rovella,ITA,MF,20,2001,3,27,9,0.3,0,1.67,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0.1,1,1,0,0,0,0,0,0.3,0,0.3,2,0,0,0,,27,0,-0.1,-0.1,22,25,88,82,7,8,87.5,11,12,91.7,3,4,75,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,100,0,0,0,0,0,0,0,2,2,100,0,0,125,66,1,0,0,1,1,0,3,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Daniele Rugani,ITA,DF,28,1994,9,564,63,6.3,6,2.11,9,2,7,0,0,0,0,0,0,0,0,0.5,0,0.5,2,5,0,0,0,0,0,0.07,0,0.07,4,1,25,0,0,12.1,0,-0.5,-0.5,231,262,88.2,1347,64,70,91.4,150,159,94.3,17,33,51.5,0,0,0,7,0,0,0,0,0,0,1,0.16,0,0,0,0,0,0,0,0,7,0,6,1,0,100,0,7,5,2,7,32,0,1,1,100,0,0,844,496,1,0,0,5,0,1,0,0,0,0,16,11,9,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Alex Sandro,BRA,DF,31,1991,25,1787,71,19.9,21,1.92,35,20,15,0,1,1,0,0,0,5,1,0.2,0.9,1.1,51,97,0,0.05,0.05,0,0.05,0.01,0.05,0.05,5,0,0,0,,22.7,0,-0.2,-0.2,1081,1256,86.1,6667,466,504,92.5,477,532,89.7,120,172,69.8,1.1,0.1,12,93,9,3,0,19,4,13,36,1.81,2,1,1,3,0.15,0,0,0,35,20,16,16,3,68.2,7,27,10,17,15,64,1,28,19,67.9,4,14.3,4257,2489,26,17,0,27,25,1,19,1,0,0,127,39,22,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Simone Scaglia,ITA,GK,18,2004,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Nikola Sekulov,ITA,MF,20,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Alessandro Sersanti,ITA,MF,20,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Matìas Soulé,ARG,"MF,FW",19,2003,13,420,32,4.7,4,1.54,6,0,6,1,0,1,1,0,0,0,0,1.5,0.8,2.3,12,15,0.21,0,0.21,0.21,0.21,0.33,0.18,0.5,10,5,50,0.1,0.2,16.7,0,-0.5,-0.5,138,168,82.1,405,82,92,89.1,37,48,77.1,15,21,71.4,0.3,-0.8,9,6,4,1,0,6,0,3,19,4.08,3,2,0,0,0,0,0,0,7,4,3,2,2,71.4,2,7,1,6,3,3,0,25,12,48,11,44,990,453,10,7,0,3,5,0,6,0,0,0,30,3,14,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juventus,Serie A,Wojciech Szczęsny,POL,GK,32,1990,28,2472,88,27.5,28,1.93,40,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,625,789,79.2,12812,99,99,100,287,290,99,238,395,60.3,0,0,0,4,1,0,0,0,2,1,2,0.07,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7,0,1,1,100,0,0,2576,1593,1,0,0,0,1,0,0,0,0,0,35,10,0,100,26,93,67,75.3,14,50,3,3,0,0,0,0,5,0,26,0.25,0,128,270,47.4,634,128,32.2,33.5,153,38.3,389,11,2.8,21,0.76,14.7
Juventus,Serie A,Dušan Vlahović,SRB,FW,22,2000,27,1925,71,21.4,22,1.81,34,20,14,10,2,12,8,2,3,1,0,9.7,2.4,9.8,22,40,0.47,0.09,0.56,0.37,0.47,0.45,0.11,0.57,65,20,30.8,0.12,0.4,15.5,4,0.3,0.7,271,381,71.1,793,123,161,76.4,108,136,79.4,24,39,61.5,0.8,-0.4,21,23,12,1,1,7,1,16,45,2.1,3,4,0,7,0.33,0,1,0,11,6,0,7,4,40,6,10,3,7,3,8,1,33,14,42.4,18,54.5,1648,609,61,37,0,19,26,22,7,1,0,0,55,36,56,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Sargis Adamyan,ARM,"FW,MF",29,1993,24,644,27,7.2,4,1.13,11,16,-5,1,2,3,1,0,0,3,0,3.4,0.8,4.1,12,24,0.14,0.28,0.42,0.14,0.42,0.47,0.11,0.58,21,11,52.4,0.05,0.09,14,0,-2.4,-2.4,123,179,68.7,527,61,76,80.3,48,64,75,10,16,62.5,1.4,1.2,8,7,11,2,1,13,1,8,22,3.07,0,0,0,3,0.42,0,0,0,14,7,5,3,6,41.2,10,12,0,12,4,5,0,27,6,22.2,16,59.3,924,352,28,16,0,17,6,4,13,0,0,0,40,12,25,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Elias Bakatukanda,GER,MF,18,2004,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Julian Chabot,GER,DF,24,1998,21,1803,86,20,21,1.38,30,24,6,0,2,2,0,0,0,3,0,1.6,2,3.6,5,52,0,0.1,0.1,0,0.1,0.08,0.1,0.18,14,3,21.4,0,0,9.1,0,-1.6,-1.6,975,1184,82.3,6050,320,359,89.1,560,635,88.2,89,171,52,0.8,0,4,45,0,0,1,3,2,5,15,0.75,0,1,1,2,0.1,0,0,0,36,23,19,14,3,57.1,15,30,18,12,41,105,0,8,4,50,1,12.5,3090,1438,4,2,0,29,20,2,3,0,0,0,124,90,46,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Justin Diehl,GER,"MF,FW",17,2004,2,17,9,0.2,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,2,2,100,0,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,100,17,12,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Florian Dietz,GER,FW,23,1998,11,395,36,4.4,4,1.27,9,10,-1,1,0,1,1,0,0,1,0,2.5,0.3,2.8,8,5,0.23,0,0.23,0.23,0.23,0.57,0.07,0.64,17,6,35.3,0.06,0.17,11.9,0,-1.5,-1.5,39,76,51.3,111,27,40,67.5,7,20,35,2,5,40,0.5,-0.3,4,4,0,0,0,4,1,3,6,1.37,1,0,0,0,0,0,0,0,2,1,0,2,0,25,3,4,1,3,0,2,0,7,1,14.3,4,57.1,331,153,18,9,0,11,1,1,4,0,0,0,8,24,12,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Damion Downs,GER,FW,18,2004,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Kingsley Ehizibue,NED,DF,27,1995,1,61,61,0.7,1,1,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.03,0,0.03,1,1,100,0,0,35.5,0,0,0,15,24,62.5,142,8,10,80,3,6,50,4,6,66.7,0,0,0,1,1,0,0,0,0,1,1,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,2,1,0,1,0,0,1,100,66,31,2,0,0,2,2,0,0,0,0,0,5,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Jonas Hector,GER,DF,32,1990,32,2824,88,31.4,32,1.28,48,50,-2,0,2,2,0,0,0,3,0,1.7,3.9,5.6,54,129,0,0.06,0.06,0,0.06,0.05,0.12,0.18,25,5,20,0,0,16.2,0,-1.7,-1.7,1378,1830,75.3,7977,609,681,89.4,596,744,80.1,145,307,47.2,4.3,-1.9,32,86,16,9,1,114,6,46,74,2.36,5,4,3,6,0.19,0,1,0,112,66,59,43,10,58.4,47,61,9,52,39,74,1,59,33,55.9,15,25.4,5762,2579,36,19,0,23,77,1,114,0,1,0,221,56,33,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Timo Horn,GER,GK,29,1993,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Timo Hübers,GER,DF,26,1996,29,2559,88,28.4,28,1.31,44,45,-1,3,0,3,3,0,0,8,0,1.8,0.1,1.9,10,84,0.11,0,0.11,0.11,0.11,0.06,0,0.07,15,7,46.7,0.2,0.43,10.9,0,1.2,1.2,1400,1702,82.3,9551,334,381,87.7,908,1010,89.9,149,274,54.4,0.6,-0.1,2,60,4,0,1,2,2,10,13,0.46,0,0,0,1,0.04,0,0,0,43,28,35,8,0,46.2,28,27,13,14,58,153,0,6,6,100,0,0,5506,2832,10,2,0,31,23,1,2,0,1,1,232,94,65,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Denis Huseinbasic,GER,"MF,FW",21,2001,24,791,33,8.8,7,1.25,17,16,1,4,1,5,4,0,0,3,0,2.4,0.3,2.7,12,34,0.46,0.11,0.57,0.46,0.57,0.27,0.04,0.31,16,4,25,0.25,1,14.1,0,1.6,1.6,216,282,76.6,789,129,152,84.9,65,78,83.3,13,22,59.1,0.6,0.7,5,23,6,0,0,12,0,13,15,1.7,2,3,0,1,0.11,0,0,0,23,9,8,11,4,40,15,16,2,14,4,5,0,19,6,31.6,12,63.2,1208,504,24,18,0,14,7,0,12,0,0,0,55,7,12,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Florian Kainz,AUT,"MF,FW",29,1992,32,2344,73,26,31,1.22,37,38,-1,6,10,16,3,3,3,6,1,6,8.7,12.3,64,159,0.23,0.38,0.61,0.12,0.5,0.23,0.33,0.56,51,19,37.3,0.06,0.16,22.2,6,0,-0.6,759,1207,62.9,6097,285,341,83.6,319,443,72,134,325,41.2,8.7,1.3,70,82,57,18,8,251,13,51,127,4.87,6,5,1,17,0.65,0,1,0,21,10,7,12,2,30.8,18,27,6,21,32,30,1,82,33,40.2,35,42.7,4905,2154,39,36,1,30,40,1,251,1,1,0,151,9,31,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Luca Kilian,GER,DF,22,1999,16,1123,70,12.5,13,1.5,21,24,-3,1,0,1,1,0,0,5,2,1.1,0.2,1.3,14,53,0.08,0,0.08,0.08,0.08,0.09,0.01,0.1,4,1,25,0.25,1,9.8,0,-0.1,-0.1,585,685,85.4,3324,147,169,87,377,399,94.5,56,101,55.4,0.2,-0.2,3,38,1,0,0,1,3,5,10,0.8,0,0,0,1,0.08,0,0,0,22,16,14,7,1,57.1,9,16,8,8,11,48,0,4,2,50,1,25,2877,1621,4,3,2,7,2,0,1,0,2,0,62,23,19,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Matthias Köbbing,GER,GK,25,1997,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köln,Bundesliga,Tim Lemperle,GER,"FW,MF",20,2002,12,132,11,1.5,0,1.58,2,2,0,0,0,0,0,0,0,0,0,0.1,1,1.2,1,5,0,0,0,0,0,0.08,0.71,0.79,2,0,0,0,,12.6,0,-0.1,-0.1,28,53,52.8,123,17,26,65.4,5,12,41.7,2,4,50,1,-1,3,3,2,0,2,1,1,3,7,4.81,2,0,0,0,0,0,0,0,6,4,3,1,2,60,2,5,0,5,1,4,0,8,3,37.5,5,62.5,234,82,6,6,0,2,0,0,1,0,0,0,15,4,8,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
